prem_id,premise,dialect
prem1292,"Atzerriko bixitaien kontseilu nazionala han berian antolatu zuten Hegoafrikako praktika-programak ta Txinako meikuntza-praktiken programak. Hala, 199(?)an, 100 gomita baino gehio jin zien Indianako erdiguneat.",nav-lab
prem1293,Oreka pittat xekatze uzu?,nav-lab
prem1294,"Indianako Uniertsitateko meikuntza-eskolain kanpainai do Field doktoriain ikerketai buruzko informazio gehio nahi bauzu, deitu 274-3270 telefona-zenbakiat.",nav-lab
prem1295,"IMAko Garapen Batzordiak 1998 (mila beatzi ehun ta latan hooita hemezortzi)ko abenduain 31 (hooita hameka)at artio erreziitutako hitzemaite guziak eiaztatuko tu, dolar bakotxai soinez.",nav-lab
prem1296,"Diapositia-aurkezpen luze atian, libuuteia hainbat antzerki-gaitan erekusten da.",nav-lab
prem1297,"Houston-en eoiteko erreserba-kopurua mugatua denez, agian izendapena onartzeko dokumentua gaur iorriko ut.",nav-lab
prem1298,"Senatuko zirkulu errepublikanoaikilan elgar ziten gomitatzen zitut atsein haundiz, gue ixpiitua ospatzeko Batzar Errepublikano Nazionalian, Texazen, aorrilain 16tik 20 (hogoi)rat artio.",nav-lab
prem1299,"Proiektu garrantzitsu hunen parte zan ziten gomitatzen zaituu, Indianapolizeko bi uniertsitate publiko bikainen lankietza indartzeko.",nav-lab
prem1300,"Bertze behin, zorionak zirkuluko kide zaiteko ahobatezko izendapenaingatik, ta ohore hoi ahal bezin fite onartzia galdeiten dautzut.",nav-lab
prem1301,"Zue eskuzaaltasuna laungarri zanen da, IRTk sei dezan istoioik onenak ahalik ta hoekien kondatzen.",nav-lab
prem1302,"Dohaintza-maileek eskuzaal zaiten seitzen baute re, Museuain hainbat programa ta eraiketa finantzazio gabe gelditzen dira urtero.",nav-lab
prem1303,"Jerry Bepkok, IUPUIko kantzilerrak, omenaldia in zakon Kenti bee eleekilan.",nav-lab
prem1304,Aokatu onen hezkuntza indartzen seitzen ahal duu.,nav-lab
prem1305,"Pursuit of Excellence funtsai aski karpen haundiak itia garrantzitsua da, ta aurten karpena inen duzula espero duu.",nav-lab
prem1306,"Independente bihurtu denboan, laundu zue graduain ospia indartzen.",nav-lab
prem1307,"Lou Harrisen dila guttiko inkesta aten araera, eungo emazteki enpresa-liderren % 66 (hiutan hooita sei) baino gehio nesken zkaut taldetan iiliak dira.",nav-lab
prem1308,"Zuk, bertze kide arduatsu atzuekilan betan, harro zaiteko manerako gue estatuain ondaria zaintzen ta sustatzen launduko uzu.",nav-lab
prem1309,"Bazkide zienez geoz, bazkideendako akarrik iten dien aktiitatetan parte hartzen ahalko uzu, ta batzarreko saio ofizial guzietakotz sarbide osoa ukane uzu, halaer.",nav-lab
prem1310,"Ikasle ohien aurtengo bazkaia 1991 (mila beatzi ehun ta latan hooita hameka)ko urriain 23 (hooita hiu)an zanen da, AMRAk Nashvillen (Tennessee) urteo iten din topaketan.",nav-lab
prem1311,ZEIN DA ADINEKOENDAKO ERRONKA?,nav-lab
prem1312,"Zue ongintzazko elgartiak gizarte-xerbitxu erainkorrak maiten tu komunitatian, animaliendako ta jendiandako; gainez, Nashua hiriko xakurtei e bada.",nav-lab
prem1313,"Elefanten eitura anatomikoain zailtasunen erainez, etxeko animalietan prolema haunditzat hartzen den prozeura arrunt bat sortu zen.",nav-lab
prem1314,"Mentuaz eztuu nahi ginin guzia zan, do ertze presuna atzuer kusi ginina, bena beak seurtatu zin ber gintuen gauzak zanen gintila.",nav-lab
prem1315,IRTko kide zan niz 17 urtez.,nav-lab
prem1316,"Elgarrizketa hiriko ordezkaiekilan ta ertze gizarte- ta komunitate-antolakunde atzuekilan, IMAin artiain garapenai buruz.",nav-lab
prem1317,"Nahiz xifreak ageikuak dien, burtsak usu oinarrizkoak zaiten dira behar finantzaioak tuzten ikasle onenak eakartzekotz.",nav-lab
prem1318,"Ene intuizioak, seur, biziki oinarri zehatza du: zue parrokiai urteo iten dakozun dohaintzak erekusten din gisan, ardura hartzen din presuna at zira.",nav-lab
prem1319,Ta bera beti zan zen hor guetako.,nav-lab
prem1320,"Ene ametsa da estatuatuar guziak Olinpiar familiain parte zaitia; beaz, man ahal duzuna, otoi.",nav-lab
prem1321,"Iabazteko hautabidiak argiki hemendatu zauzkigu idekiak dien aulkiengaitik (Washington, Coloado ta Ipar Dakota), ta luzaz demokrata zan den Alan Dixon kanpoatu utelakotz.",nav-lab
prem1322,"1990 (mila beatzi ehun ta latan hooitamar)ian, programan xerbitxu goenain Elton T. Ridley saria finkatu zen.",nav-lab
prem1323,"Gainez, Indianako bizizalek onura fiskalak erreziitzen ahal tuzte Indianako desgraazioain bidez. Xuxenki aplikatzen da, estatuko errenta-aitorpenain behekaldian.",nav-lab
prem1324,"Emanaldi aten ondotik, bikote gazte at taulat igan zen, eunon rraiteat.",nav-lab
prem1325,Lizentziatu guzier 1000 dolarreko oparia galdeiten ai gira.,nav-lab
prem1326,...gue gizartia hobetzia.,nav-lab
prem1327,"YMCAk manera hortan erdietsi nahi du. Bee printzipio kristauak praktikan zarri nahi tu, hazkunde pertsonala sustatzen ta guziondako ixpiitu-, buru- ta gorputz-osasuna eaikitze uten programen bidez.",nav-lab
prem1328,"Ondoioz, baakit inalak iten tutzula bertzeekilan urrikaltsua ta arduatsua zaiteko.",nav-lab
prem1329,"The Friends elgartiak bi mailatan lan iten du: bat Citywide Friends, ta bertzia, Branch Friends. Maila atian do bietan zaiten ahal zira aktibo.",nav-lab
prem1330,"Hoi biziki garrantzitsua da gizakiek zaintzen tuzten elefantek luzaz biziauteko, ta basa-elefantek e ba.",nav-lab
prem1331,"Otoi, in dohaintza uai, zui, zue launer ta auzoer launtzen seitu ahal zaiteko.",nav-lab
prem1332,"1991ko graduazio-ekitaldiain bidez, gogoameneat karri dira Indiana Uniertsitateko ikasle gaaiko orroitzapenak.",nav-lab
prem1333,"Amali deitzen da, ta espeantxa rran nahi du. Ezta dudaik, eerki erekusten du IZSk din espeantxa: zooetan ta naturan bizi dien Afrikako elefantak zaintzeko lanian seitzia.",nav-lab
prem1334,Bena ertze anitzek e gue launtza ber dute.,nav-lab
prem1335,"Pentsatu urrikalmenduz zemat maiten ahal duzun, otoi.",nav-lab
prem1336,"Halaer, histoiaikilan, liteaturaikilan ta gizarte-kasketekilan xuxenki lotuak dien antzezlanak e ohoratzen tugu.",nav-lab
prem1337,Omnia vincit amor (Weekly Standard aldizkaiaindako lan ite ezpauzu): Brit Hume-k (Fox News Sunday) espekulatzen du zendako Lewinskyk ez. Ono presientaikilan maitemindua da.,nav-lab
prem1338,"Ainitz pentsatu da Michael Apted kontratatziaz, seriei punttu bihozberaoa maiteko.",nav-lab
prem1339,neska at azal xuriko parka at ta botak soinian kustia,nav-lab
prem1340,Filman ezta aipatzen Kaufmanek usu rran zila bee heriotza nola nahiko luken gauzatu.,nav-lab
prem1341,"Rockefeller egoera larri hortan kausitu zuten, Avenging Angel Tarbell bee mamia urratzen hasi zelaik McClure aldizkaian.",nav-lab
prem1342,"The New Yorker aldizkaiko Adam Gopnik-ek rraiten du Veneziako bienalian pop artista sobea baela, been lan onenak aspaldi man zuztenak (Jim Dine, Claes Oldenburg), hoik zartzen dira...",nav-lab
prem1343,"Hollywood Strikes Back lanian, Nancy Griffinek iskriitu zin Michael Eisnerrek bake-opari at eskaini zakola Mike Ovitz laun ohiari, bena Ovitzek etzila onartu.",nav-lab
prem1344,"Dila guttio, New Yorkeko merkataitza-kasu atian, aurreiritzi etnikoen karguak egotzi zazkoten Klaymani.",nav-lab
prem1345,"Nekez espeo dezake nehork ordezkai korporatioz mukuru den sala atian AEBko lan-idazkaiari txistu jotzia, garrasi itia ta denetik oihukatzia.",nav-lab
prem1346,"Hazkuntzak erain adieazgarriaoa du kirol-errendimentuan, bena horrek eztu rran nahi natura lanian eztenik ai.",nav-lab
prem1347,"Behin etxeat helduik, AEBk hornidura bi maneratan mozten duela jakin nin.",nav-lab
prem1348,"Oxford uniertsitate-argitaletxe xahar ta haundiena da mundian, ta poesia-bilduma bertan beherat utziko duela iraarri du uaintxet.",nav-lab
prem1349,"RPH librua argitaatu ta geo, itzulian aituko dira, ta, horren ondoioz",nav-lab
prem1350,"Halee, kontsolazio-sari at bada bihozbeatasunez.",nav-lab
prem1351,"Aste huntan, Enquirer eunkarian Ken Starr-ek amodio-afera haundiai buruz in zin erreportaiain aitzinapena heldu da: larru-jotziak presientain limuzinan, bulego obaloan ta, LINCOLN GANBERAN e ba!",nav-lab
prem1352,"Hoi da Sidewalk-ek. TicketMaster-en trasakzio-orrietako URLak graatu zitin; hartan, ikuskizun zehatzendako sartziak eosten dira.",nav-lab
prem1353,Kirolak eztira web hoitan apustuak iteko ekitaldi akarrak.,nav-lab
prem1354,"Aorrilain 25 (hooita ortz)ian, demokratek Atlantic Cityn in zien biltzarra abiaazi ta geo, N.J. Johnson-ek (56  (berrooita hamasei)urte, ordian), presienta zaiteko lasterketa uzteko mehatxua in zin hiu elgarrizketetan, ta hoik graatuak dira.",nav-lab
prem1355,Lamar Alexander-ek presienta zaiteko saioa utzi zin.,nav-lab
prem1356,"Askatasun ziilen histoia tamalgarri hortaz gain, FBIn baliapen desegokia bada Etxe Xuriko jatorrizko biaia-bulegoko ikerketan; beanto, Filegate deitua zan da.",nav-lab
prem1357,"Tung-ek hitz eman du neurriak hartuko itila higiezin-espekulatzaileen aurka, bena ainitzek uste ute eztela hoinbertzeakotz zanen eiazki.",nav-lab
prem1358,"Kexuen artian, bertziak bertze, holakuak bazien: ekipaia-prolemak, heazkineko launtzaile zakarrak, manera mixteiotsuan bertan beherat utziak zan zien healdiak ta fakturazio-iziarrikeiak.",nav-lab
prem1359,"Lawrence Singleton bortxatzaile famatuak biktimen besaurriak mozten zitin. Zortzi urte ertzeik etzin pasa gartzelan, ta preso hartu ute, bertze emazteki at hil artio laankatzen ai zelaik, Floridan.",nav-lab
prem1360,"New Republic hedaideko Charles Lane-k rraiten dinez, Gabriel García Márquezen Noticia de un secuestro kazetaitza faltsuko marka hedatu beizik eztu iten.",nav-lab
prem1361,"Paada ainitz badira argudio kosmologiko horren logikai kontra iteko, ta teismoain aurkai gaaikideek denak entseatu tuzte.",nav-lab
prem1362,Talmudic-ek eztu ekipaiaik.,nav-lab
prem1363,Auziteia ezta gaur goizian Washingtonen zan den zirku politiko akarra.,nav-lab
prem1364,Argi da gue eztaaidak goaitatu ber duela anbizio haundiko libru hau argitaatu artio.,nav-lab
prem1365,"Büjeta horren bidez, zomeit hautu garrantzitsu in dira, dudazkoak izaki re, nahiz manera inplizituan zan.",nav-lab
prem1366,"Hortan guzian zehar e, Morris-ek zion iten ai zena biziki moralista zela.",nav-lab
prem1367,"Osasunain Mundu Eakundiak iraarri zin, tuerkulosia tratatzeko estrategia berri atekilan, hamar milloi bizi gutti goraera salbatzen ahalko ziela hondoko hamarkaan.",nav-lab
prem1368,"Jacob Weisberg-ek Car Talk iskriitu du, goernurakotz ta herrietakotz aurtengo bozen gakoai buruzko idazlan bikain bat. Hartan, autokrazia elea berritz definitu du.",nav-lab
prem1369,"Azaleko istoioan ikerlan berriena aztertzen da, nun haur ttipiek nola pentsatze uten lantzen den.",nav-lab
prem1370,"Clinton moralki ahalgeaaztia etzuten aski zan, numbeitik e, ta, hola, harren aurkaiak Lewinsky auzia hauspotzen entseatu zien, krimenetat ta aurkaatzeko manerako delituetat hedatzeraino.",nav-lab
prem1371,"Zendako da hoi hobia, larruzko manto bihurtzia baino?",nav-lab
prem1372,"Nahiz eta USA Today eunkariain azken urtiak beltzak zan dien, hedaide-kritika goorrak eakarri tu, klixez betiak.",nav-lab
prem1373,"Teknika horrek funtzionatzen duelaik, indar haundiko istoio at erreusitzen da, nahiz harren gaia ezten hiuarren paagrafora artio aertzen.",nav-lab
prem1374,Mikroond at ukaitiak kartzen duen kostu ekonomikoa 6 dolar da.,nav-lab
prem1375,sexu- do iraizte-aktiitatiak do -organoak.,nav-lab
prem1376,"NEA inkestan, libruei buruzko galde at baizik bada: leitu zinin libruik iaz?",nav-lab
prem1377,Woodward-ena da Colin Powellen psikean ukaiten ahal duun behako onena.,nav-lab
prem1378,"Kontzeptu hoitako atzuekilan arrakasta erreusitu da maila espeimentalian, ta hedatzeko pres dira.",nav-lab
prem1379,"Zortzi teknika xinple hauek baliatuz, berri at fabrikatzen ahal duzu zue etxeko konfortian.",nav-lab
prem1380,Samuel Sheinbein-ek eailketa-jujamentua beteko du Israelen.,nav-lab
prem1381,"Time aldizkaian Kenneth Starri buruz in duten profilain araera, hua kontserbadoria, suharreia ta paperjalia da.",nav-lab
prem1382,Senatuak delieratu zin agentzia berri atek arma nuklearren ikerketa gainbeiratu berko lukela.,nav-lab
prem1383,Antsu guziain politizazioa (Liteatura Dibisioa) fite doa aitzina.,nav-lab
prem1384,"Emazteki moernuek iziarri maite ute meheak zaitia, bena been indarrak eite fisikoa re ukaitia nahi dute, ez soilik emozionala do mentala, manera erromantikoan.",nav-lab
prem1385,Hau da errepublikanoen azken baliaidia.,nav-lab
prem1386,"Rudolph Giulianik Amadou Dialloin tioketa nola kudeatu zin defenditu du Newsweek aldizkaiak. [New Yorkeko Polizia Departamentua] ezta KKK, adieazi du.",nav-lab
prem1387,"James Surowiecki-ren Moneybox zutabia astelehenetik ortzialeartio, ta Slate-en ertze artikulu atzu ekonomiai ta finantzei buruz.",nav-lab
prem1388,"Eremu grisa da hoi, dio John Kirkwood-ek, Metropolitan Chicaoko ALAn denak.",nav-lab
prem1389,Ezautu ta asetzen enauten presuna guziak.,nav-lab
prem1390,Galde hau makroekonomialai atekilan amodio-afera at ukaiteko etiketai buruzkoa da.,nav-lab
prem1391,"Seur, arrazoin on bat bazen pentsatzeko goernuak han berian zila erree zaiteko; hain xuxen, erree zaiteko zin han.",nav-lab
prem1392,"Zuhaurren perfekzioik ezak zikintzen din egoera at kudeatzeko taktika onena hau da, zue buria bitarteko zoriontsu gisan ukaitia, ezkerrian ta eskuinian tutzunak baino hobia.",nav-lab
prem1393,"Lamar Alexander-en jalitzia aipatzekoa da, nahiz eta ilogikoa e ez izan.",nav-lab
prem1394,"Seur, edukia beextia hoi hondamendia zaiten ahal da Slate bezalako aldizkaiendako.",nav-lab
prem1395,"Gerla ta geo, serieko eongiak in zien, ta, bertziak bertze, haur ainitz karri zitin egoera horrek. Hola, haurrendako hiritzat hartzen dira, ta biziki untsa diseinatu zuzten.",nav-lab
prem1396,"Littleton hiriko komunitate-ikusmoldia dela ta, kontra zaiteko ene biarren arrazoina hau da, errua burrasoer botazen zaiela hein sobea haundian.",nav-lab
prem1397,Ragtime musikalai buruzko herriain jakituiak gorabeherak zaiten seitzen du.,nav-lab
prem1398,"Gehien saldu en bideojokoa Myst da, ta Riven, aldiz, harren gaurkotze at. Ohoreik haundienak Riven bati eskeini zazko; hartan, presuna at uharte atian da, abandonatua.",nav-lab
prem1399,"Ono, Anti-Defamation League elgartiak in din inkestain araera, AEBko muturreko antisemita-kantitatia ttikiaotu da: 1964 (mila beatzi ehun ta hiutan hooita lau)an, % 29 (hooita beatzi); 1992 (mila beatzi ehun ta latan hooita hamalau)an, % 20 (hooi); ta eun, % 12.",nav-lab
prem1400,"Sullivan-ek tratu-berdintasunain mantra baliatzen du, eztaaidak finitzeko balioko balu gisan.",nav-lab
prem1401,"Talianen aintiak eztu izen onik ukan paxtunak eztien komunitateen beitan, ez eta hiri haundietako herritarren artian e, beeziki Kabulen, sofistikatuaoak ta lieralaoak beitira.",nav-lab
prem1402,"Prudence-k aholkuei buruzko gue zutabia iten zin, ta, hark erretreta hartu dinez, harren ilobak hartu du horren gaineko ardura; hua re Prudence deitzen da.",nav-lab
prem1403,"Newsweek aldizkaiain araera, tuistak ta jende ospetsua Pataoniat joaiten ai dira talde haunditan. Sasoin batian, ihes in zuten naziendako baesleku zan zen.",nav-lab
prem1404,"Ikasleer tiro iten diete, ez?",nav-lab
prem1405,"Newsweek aldizkaian erekutsi ute borrokain industria noraino heltzeko pres den, zaleen inteesa atxikitzeko.",nav-lab
prem1406,Demokratizazioak e eztu kamiatzen nazioarteko geografiain peko errealitatia.,nav-lab
prem1407,Goorra da Finkelstein-i buruzko arraotsak harrekilan iskriitzen ai den Birn itotzia.,nav-lab
prem1408,"Ihardespenain zati at sozioloikoa da, nik uste.",nav-lab
prem1409,Kale itsua. Eztaaidain zati haundi at abortuaikilan zeit kusteko uten gaiei buruzkoa da.,nav-lab
prem1410,"Beaz, U-Haul-erat deitu nin alokairu-politikei buruz galdeiteko.",nav-lab
prem1411,Kezkatzeko eiazko arrazoina da osasun antolakundeek epe luzian huts iten ahal dutela kostuak kontrolatzen.,nav-lab
prem1412,"Azaleko istoioan eztaaidatzen da NATOin xediak zoin zan ber din, Kosovo banatzia do protektoratu gisan kudeatzia.",nav-lab
prem1413,Eztuzu arrapostu merkeagoik atxemaiten ahal.,nav-lab
prem1414,"Halee, Pokemonen heriotza zin saihestuzkoa zanik, harren lekua hartuko ina sortzeko ta horrekilan sosa iteko paada baduu.",nav-lab
prem1415,"Mementu oro jakinik, boz urratu ta bitxi hoi behin entzunik, aitzinatekuan beti ezautuko utala.",nav-lab
prem1416,"Nola atxemaite uzu plan hibrido at? Baliatzaile haundienendako, harpidetzak, ta gaineatekoendako, mikroordainketak.",nav-lab
prem1417,"Pamela Harriman AEBko enbaxaoe zan zen Frantzian, ta Alderdi Demokratikoain finantzatzaile ospetsua. XX. mendeko gizon haundien emazte ta maitale zatua, burmuineko odol galtze aten ondoioz hil zen, 76 (hiutan hooita hamasei) urte zitila.",nav-lab
prem1418,"Aitzitik, goernu atek sosa galdeitia ezta hertsadura, ta ezin da nehondik nehora re konpaatu Txinan gertatzen denaikilan.",nav-lab
prem1419,"Softwarrai daokionez, agentziak antolakunde independente ta fidaarri maneran lan iten du, softwarrain ustezko jatorria eiaztatzen.",nav-lab
prem1420,"Administrazioak elikaai-quotei buruz adieazten ditin argudioak, seur, aise adieazten ahal dira oinarrizko ongizateai buruz e (beharra uten familiendako aldi ateakotz launtza).",nav-lab
prem1421,Baesteko gakoain xeka (barka hitz-joko txarra).,nav-lab
prem1422,Zomat iakurle tu Slate-k?,nav-lab
prem1423,"Josef Korbel Letohrad hirian hazi zen, ta hango auzapezak rran du hiu gutun iorri dazkola Albrighti azken urte hauetan.",nav-lab
prem1424,"Dalloway andreai laudoioak iten dazkote ono, bena iritzi kritikoaoak e sortzen dira.",nav-lab
prem1425,Dolar bat noiz ezta dolar bat?,nav-lab
prem1426,"Uniertsitateko lehen urteko ikasle atzuek (MITeko Seth Bisen-Hersh, Yaleko Ben Trachtenberg) bi campüs hoin errealitatia euneoko atian aztertzia biziki eakargarria da; prolema, haatik, hoi gauzatzia zanen da.",nav-lab
prem1427,"Erreulazio Fedealeikilan ados zanez, FAAko, XXXX airelineako ta ertze airelinea atzuetako langileek zin dutela programa honi buruzko informazioa partekatu jendeaikilan.",nav-lab
prem1428,"Bon, susmatze ut Madrile ta Atlantako herritarrek moernitatia nahio utela, nahiz traizioa neurri atian galtzia sendi uten.",nav-lab
prem1429,Armey-ekilan uzten gitu horrek.,nav-lab
prem1430,Bolizko dorrian bizi dien liertarioek e elituzkete gai hoik bater utziko.,nav-lab
prem1431,Goi-teknoloiako komunitatiain ekarpenak xekatzia da hautaai atzuek goi-teknoloiako plataforma at garatzeko inal haundia in zanain arrazoinetako at.,nav-lab
prem1432,"Gue elgarrizketatu oldarkorrenak mementu akar batian laneko gorputz guziak iltzatzeko goo biziz zien, ta libruei kasuik ez in ta eileenganat jo zuten xuxenki.",nav-lab
prem1433,"Meikuian araera, gau oro 3 miligramo hartzia sobea da.",nav-lab
prem1434,Linüxeat kamiatuko zira?,nav-lab
prem1435,"Afera ezta, soilik, Bradley etanolain diulauntzain aurka zela joan den eunera artio.",nav-lab
prem1436,"Gainez, guk dakiunez, bizia behin bakarrik sortu zen hemen, Lurrian.",nav-lab
prem1437,"Eun galdiak hau karri dit gogoat, Radio City Music Hall-eko Eguerritako desfilia kusi nin aldi akar hoi; han, bertziak bertze, jaiotza bizidun deitzen zuten zeit bazen.",nav-lab
prem1438,"Clinton administrazioain jarrera hau da, Internet inposik gaeko eremu fedeal bat zan berko litaikela.",nav-lab
prem1439,"Elikaaiak irradiatziak seurra, efikaza ta merkia idui du.",nav-lab
prem1440,Histoia natualain Smithsonian web-orria (joan beherat bi do hiu aldiz).,nav-lab
prem1441,"Aste huntan, Washingtonen, hau uste da, lehertzeaino heltzen dien idazle gaztek (Glass-ek, konpaazione) urrikalmendua meexi utela, sistemak presioa iten dielakotz izar bihur diten treatu aitzin e.",nav-lab
prem1442,"Bertze atzuek galdiai ihardetsi zakoten, bena Keyes-ek ainitz iskriitu zin.",nav-lab
prem1443,"Zori ona jin dedin kandatu, axola zauzkitanendako.",nav-lab
prem1444,"Elgarrizketa-programetako gomitek, eun, galdeei ez ihardesteko treakuntza formala ute usu, ta 3 urteko haur bat e aitzinetik ina zan den aipamen bat erreusitzeko kapale da.",nav-lab
prem1445,"Ezin da gauza bera rran New York Times eunkariai buruz. Kokainain auziai buruzko editoialian, Times aldizkaian hau aholkatu zakoten Bushi, xintxoa zaiteko ta herriai neurria hartzen uzteko.",nav-lab
prem1446,"Dohaintzak iten tuzten gazteen burraso ainitz aspaldiko aktiista politikoak dira, ta legiak ezautzen tuzte.",nav-lab
prem1447,Steven E. Landsburg-ek bazter utzi zin sen ona bee dila guttiko Tax the Knickers Off Your Grandchildren artikuluan.,nav-lab
prem1448,"Neska-launekiko konfiantxai buruzko kexuain gainian, ordia, emazteaikilan luze ta bihotz-zaalik mintzatzeko iadokitzen dautzu Prudie-k, ta harren hautuekilan nahasia ziela azpimarratzeko.",nav-lab
prem1449,"Bistan denez, aski arbitraioak zanik, posile da AFIren hautu ainitzek bideik ez uztia interpretazio kultual sendo atendako.",nav-lab
prem1450,"Walcott margolai zaiteko treatu zen, harren aita ezala: errient aitu zen, ta Walcott haurtxo zelaik zendu zen. The Bounty duu Walcotten libruik piktorikoena, nola metodoai hala gaiai so inez.",nav-lab
prem1451,Ze pasa zen armaak errudun bat xekatzeko traizio urrikalgaitz horrekilan?,nav-lab
prem1452,"Michael Lewis-ek Trail Fever libruai buruz in zin elgarrizketa atian rran zin Alexander-ek zeit in zila kanpaina huntan, nik posile kusten enina.",nav-lab
prem1453,"New Yorkeko karrika atian kusten ahal den gertaeraik sumingarriena (Donald Trumpek Boss Tweed-en maruaikilan swinga dantzatzia bazter utziik, buluzik) norbeit bee telefona muikorraikilan kalakan aitzia da.",nav-lab
prem1454,"Newsweek aldizkaiko azaleko istoioan argudiatzen da Ipar Ameikat heldu zien lehen herriak hainbat etniatakoak ziela, ez histoiai buruzko ikaslibuuetan deskriatu ohi dien asiarrak, Bering Strait zeharkatu zutenak.",nav-lab
prem1455,Behatz lodi sendo atzuk zanpatzia.,nav-lab
prem1456,"Prudie bera ezta kartsuki mintzatzen mutiko- ta neska-laun harremanez 30 (hooitamar) urteik gorako jendiandako, ta maitale terminoa gaitzesten du, Europako emaztekiek baliatze utelaik salbu.",nav-lab
prem1457,"Greenlee konderriko libuutei publikoan (Aizona), landa-antolakundek sosaikilan ta teknoloiaikilan zan tuzten doluak erekusten dira.",nav-lab
prem1458,"Bon, enin izena maiteko gogoik.",nav-lab
prem1459,Baakizu nork konpreituko luken?,nav-lab
prem1460,Ezin tutzu dll fitxateiak ezaatu Windows exekutatzen deno (Microsoften oinarriain parte da hoi).,nav-lab
prem1461,L'academie Internationale des Arts et des Sciences Numeriques elgarteko kidek zimardika horren aldaera zalu at sortu ute.,nav-lab
prem1462,"Zoin kanpamentu den untsa, ondoio argiak tu osasun publikoan.",nav-lab
prem1463,"Xoroaldi hoik hiu hamarkada iaun zuten, ta rokoko bihurtu zien.",nav-lab
prem1464,"Finitzeko, posta elektronikoz inen dautaten galdiai ihardetsiko dakot; hots, eiazki ai zira?",nav-lab
prem1465,Do konduan hartu Kongresuai ekintza segretuen berri maitia.,nav-lab
prem1466,Nemeth-ek motel hoi ikertzeko hitza man zin.,nav-lab
prem1467,"Asteazkenian, Clintonek ertze industria ati buruz mintzatzia delieratu zin.",nav-lab
prem1468,"Gakoa da, ez hartzia ni hoinbertze hiriko sheriff berri gisan, bena, hein haundiauan, von Trapp haurrek Maria baino lehen hil zuten haurtzain gisan.",nav-lab
prem1469,Futitzen gira Dow Jones industria-batezbertzekoa neurri egokia ote den abeatsak nola moldatzen dien jakiteko.,nav-lab
prem1470,"CMPren teoriain inplikazio harriarriena da, nola desaertzen den posizio erlatioain kezka, gizartian abeastasuna ez beizik ta ertze mekanismo atzuk baliatzen dielaik kidiak banatzen dielaik.",nav-lab
prem1471,"Fede integrazionista libeal beltzek atxikitze ute; konpaazione, Henry Louis Gates ta Cornel West iakaslek. Glenn Loury ekonomialai beltza re heiekilan elgartu da: kontserbaoria da, markak hautsi zitin baiezko ekintza politika berrezkoa dela onartu zilaik.",nav-lab
prem1472,"Jaetza burbuila-seida ezin amaituzko at da espazioan, do ziberrespazioan, ta jende difeenta aitzen da intees difeenteen harira eskian.",nav-lab
prem1473,Nehork orroituko ote du Munduko Merkataitza Eakundia mende-erdi pasata?,nav-lab
prem1474,Hautak eztira hoin eakargarriak.,nav-lab
prem1475,Galdeinen dut sorta at enetzat?,nav-lab
prem1476,SATekilan prolemak sortuko diela aurreikusten da.,nav-lab
prem1477,"Ono biziik da 93 (latan hooita hamahiru) urteekilan, ta de Kooning deia ezta artista, ezta kamiamentu-zale re.",nav-lab
prem1478,"Hauetako bat e ezta biziki eakargarria uai, nahiz luxuzkoak zan.",nav-lab
prem1479,Etzin Naomi Wolf-ek makur ihardetsi.,nav-lab
prem1480,"Hiuarrenik, nahiz ondoioak onartu, eztaozkie liertimendu masiboko leku guzier.",nav-lab
prem1481,"Scholastic Inc. duu urteko iakasliain programain baesle. Eskola-haur sentikorren artian ertze zeitendako da famatua: aldizkai bikainak banatzen tu, ta, heietan, iagarle akarra AEB da.",nav-lab
prem1482,"Homosexualitatia bizio at denain irudia baztertzeko, Clintonek ta Birch-ek gizaleezko bertutiak hoendatzen dizkiete gayei.",nav-lab
prem1483,"Zue iadokitze ainitzek kartzen tuzten ekintzak jostaarriak ta krudelak dira, bena ez legez kanpokoak, beizik ez xinistekoak. Naski, gizon gehienak hua altxatzeko beldur zanen litaizke, ximinoa ganberan barnian deno.",nav-lab
prem1484,"Zomeit aldiz, heldutasun- do gainbera-prozesu pertsonal hoi (zuk hauta) indartzen da kultuan gertatzen ai denain erainez.",nav-lab
prem1485,"Han, zanpatu Emakumezko aktoria. Zue izena atxeman ver zinuke...",nav-lab
prem1486,"Newsweek aldizkaiko eztaaida luze atian, Hamptons arranditsu bihurtu dela deitoatzen da.",nav-lab
prem1487,"Ene heroia, halaaina, Richard Heseltine da, Overseas Investment Trust enpresako lehendakaia. Hilaete hunen hastapenian dimisioa man zin, harren nausiek bee gooz kontra zarria zuten neozio-planain aurka.",nav-lab
prem1488,Stevenson-en artikuluan kusten da eztuela nehola re konpreitu gue kanpainak ze rran nahi din.,nav-lab
prem1489,Hoi Apoloin zuhaitzain itzalian da.,nav-lab
prem1490,Munduain histoiain oinarrizko fluxua interdependentziauntz joaki da; eniz lehena rraiten.,nav-lab
prem1491,Egiazko arraotsak gaztiak eakarri ta zaharrak xangrinatzen tu.,nav-lab
prem1492,Zientzia-azterlanetan bazter uzten tuzte burmuinain kimikai buruzko egia xinpleak.,nav-lab
prem1493,"Hain usatuak dira AEBko konpainiak kexatzen entzutiaz atzerriko lehiai buruz, nun errexki iduitzen baitzauku Kodak-en aurpeiratziak mainak bertzeik eztela porrota ta geo.",nav-lab
prem1494,Sobea iten ai zira.,nav-lab
